x,u,V,T,Lambda,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
0,12.0331,1.69309e-17,294,-733859,0,9.80945e-21,2.25874e-21,0,0,0,0,3.30995e-25,1.86203e-22,0,0,3.65199e-20,3.83782e-22,0.999975,0,2.51227e-40,8.26714e-38,0,3.59496e-39,0,7.5191e-34,0,2.7992e-31,1.19595e-43,0,0,0,1.72373e-38,6.01913e-47,0,0,0,0,0,4.37777e-48,0,4.00462e-33,0,5.19808e-26,2.02126e-36,3.93273e-33,4.01315e-32,0,0,0,7.13056e-37,0,0,2.49006e-05,0,0,4.94356e-46,0,1
0.000408163,12.0178,37.4418,294,-733859,0,9.81185e-21,2.25229e-21,0,0,0,0,1.04183e-24,1.86203e-22,0,0,6.14297e-25,7.88891e-20,0.999975,0,1.75187e-40,7.50093e-35,0,7.38968e-37,0,5.38193e-32,0,5.9994e-31,2.45836e-41,0,0,0,3.54324e-36,0,0,0,0,0,0,8.9988e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,8.15373e-32,5.47127e-31,0,0,0,7.13056e-37,0,0,2.49006e-05,0,0,1.01618e-43,0,1
0.000816327,11.9719,74.8836,294,-733859,0,9.81432e-21,2.24577e-21,0,0,0,0,1.14061e-24,1.86203e-22,0,0,1.02938e-29,7.93664e-20,0.999975,0,9.88598e-41,1.50252e-34,0,8.36581e-37,0,6.08633e-32,0,9.25193e-31,7.26766e-41,0,0,0,4.3008e-36,0,0,0,0,5.98752e-44,0,8.93219e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,1.56681e-31,1.03804e-30,0,0,0,7.13056e-37,0,0,2.49006e-05,0,0,2.02793e-43,0,1
0.00122449,11.8955,112.325,294,-733859,0,9.81689e-21,2.2392e-21,0,1.27258e-25,0,0,1.15161e-24,1.86203e-22,6.49826e-40,0,1.71379e-34,7.99074e-20,0.999975,0,2.20413e-41,2.2598e-34,0,8.46743e-37,0,6.15966e-32,0,1.25736e-30,1.44536e-40,0,0,0,4.46502e-36,0,0,0,0,1.5538e-43,0,8.86457e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,2.29554e-31,1.51413e-30,0,0,0,7.13057e-37,0,0,2.49006e-05,0,0,3.04276e-43,0,1
0.00163265,11.7886,149.767,294,-733859,0,9.81956e-21,2.2326e-21,0,1.01263e-24,0,0,1.15003e-24,1.86203e-22,6.45023e-40,0,0,8.04865e-20,0.999975,0,0,3.02396e-34,0,8.45015e-37,0,6.14719e-32,0,1.59744e-30,2.40548e-40,0,0,0,4.5249e-36,0,0,0,0,2.51671e-43,0,8.79657e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,3.00334e-31,1.97654e-30,0,0,0,7.13057e-37,0,0,2.49006e-05,7.04866e-35,0,4.06334e-43,0,1
0.00204082,11.651,187.209,294,-733859,0,9.82233e-21,2.22594e-21,0,1.13496e-24,0,0,1.14664e-24,1.86203e-22,6.40143e-40,0,0,8.11013e-20,0.999975,0,0,3.79716e-34,0,8.41748e-37,0,6.12361e-32,0,1.94639e-30,3.6137e-40,0,0,0,4.56758e-36,0,0,0,0,3.48968e-43,0,8.72801e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,3.69177e-31,2.4263e-30,0,0,0,7.13057e-37,0,0,2.49006e-05,2.39662e-34,0,5.09242e-43,0,1
0.00244898,11.4829,224.651,294,-733859,0,9.82521e-21,2.2192e-21,0,1.14909e-24,0,0,1.14295e-24,1.86203e-22,6.35212e-40,0,0,8.17529e-20,0.999975,0,0,4.5817e-34,0,8.38344e-37,0,6.09904e-32,0,2.30528e-30,5.07955e-40,0,0,0,4.60794e-36,0,0,0,0,4.47549e-43,0,8.65869e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,4.36224e-31,2.86432e-30,0,0,0,7.13058e-37,0,0,2.49006e-05,4.42616e-34,0,6.13291e-43,0,1
0.00285714,11.2842,262.093,294,-733859,0,9.82823e-21,2.21236e-21,0,1.14798e-24,0,0,1.13917e-24,1.86203e-22,6.30216e-40,0,0,8.24434e-20,0.999975,0,0,5.38007e-34,0,8.34987e-37,0,6.0748e-32,0,2.6753e-30,6.81587e-40,0,0,0,4.64862e-36,0,0,0,0,5.47719e-43,2.2173e-59,8.5884e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,5.01602e-31,3.29144e-30,0,0,0,7.13058e-37,0,0,2.49006e-05,6.80148e-34,0,7.18795e-43,0,1
0.00326531,11.055,299.534,294,-733859,0,9.83139e-21,2.2054e-21,0,1.14471e-24,0,0,1.13532e-24,1.86203e-22,6.2514e-40,0,0,8.31756e-20,0.999975,0,0,6.19501e-34,0,8.31695e-37,0,6.05103e-32,0,3.05783e-30,8.83923e-40,0,0,0,4.69023e-36,0,0,0,0,6.49813e-43,4.27379e-59,8.51691e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,5.65423e-31,3.70838e-30,0,0,0,7.13058e-37,0,0,2.49006e-05,9.53441e-34,0,8.26093e-43,0,1
0.00367347,10.7952,336.976,294,-733859,0,9.83472e-21,2.1983e-21,0,1.14106e-24,0,0,1.13139e-24,1.86203e-22,6.19964e-40,0,0,8.39527e-20,0.999975,0,0,7.02959e-34,0,8.28465e-37,0,6.02771e-32,0,3.45444e-30,1.11706e-39,0,0,0,4.733e-36,0,0,0,0,7.54204e-43,6.15781e-59,8.44398e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,6.27783e-31,4.11579e-30,0,0,0,7.13059e-37,0,0,2.49006e-05,1.26411e-33,0,9.35562e-43,0,1
0.00408163,10.5048,374.418,294,-733859,0,9.83822e-21,2.19103e-21,0,1.13729e-24,0,0,1.12736e-24,1.86203e-22,6.1467e-40,0,0,8.47788e-20,0.999975,0,0,7.88726e-34,0,8.25293e-37,0,6.0048e-32,0,3.86695e-30,1.38363e-39,0,0,0,4.77712e-36,0,0,0,0,8.61314e-43,7.86013e-59,8.36933e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,6.88766e-31,4.51419e-30,0,0,0,7.1306e-37,0,0,2.49006e-05,1.61423e-33,0,1.04762e-42,0,1
0.0044898,10.1839,411.86,294,-733859,0,9.84193e-21,2.18355e-21,0,1.13341e-24,0,0,1.12322e-24,1.86203e-22,6.09237e-40,0,0,8.56584e-20,0.999975,0,0,8.77192e-34,0,8.22174e-37,0,5.98228e-32,0,4.29747e-30,1.68678e-39,0,0,0,4.82279e-36,0,0,0,0,9.71613e-43,9.36849e-59,8.29264e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,7.48443e-31,4.90407e-30,0,0,0,7.13061e-37,0,0,2.49006e-05,2.00639e-33,0,1.16274e-42,0,1
0.00469388,10.012,430.581,294,-733859,0,9.84383e-21,2.17975e-21,0,1.13144e-24,0,0,1.12112e-24,1.86203e-22,6.0648e-40,0,0,8.61127e-20,0.999975,0,0,9.22188e-34,0,8.20627e-37,0,5.9711e-32,0,4.51774e-30,1.84838e-39,0,0,0,4.84607e-36,0,0,0,0,1.02767e-42,1.00714e-58,8.25371e-46,0,4.00462e-33,0,5.19808e-26,2.02126e-36,7.77966e-31,5.09694e-30,0,0,0,7.13061e-37,0,0,2.49006e-05,2.2137e-33,0,1.22117e-42,0,1
