x,u,V,T,Lambda,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
0,15.0413,-9.40417e-18,294,-1.14658e+06,0,9.75963e-23,1.35515e-22,1.32175e-20,0,0,1.05238e-29,0,3.32348e-22,0,7.71586e-28,0,0,0.999975,0,0,0,1.58137e-23,3.66661e-38,1.20787e-35,1.18112e-28,0,1.70755e-31,0,0,0,1.92212e-22,0,0,1.07959e-44,1.7702e-37,0,0,2.36382e-42,0,0,4.12725e-25,0,2.49021e-26,1.68771e-39,0,3.55111e-38,2.74334e-41,4.77368e-43,0,0,9.21445e-46,4.31167e-20,2.49006e-05,0,0,0,3.98736e-32,1
0.000408163,15.0222,46.7991,294,-1.14658e+06,0,9.7792e-23,1.35203e-22,1.32175e-20,0,0,1.05338e-29,0,3.32348e-22,0,4.94444e-28,0,0,0.999975,0,0,0,1.58137e-23,3.6611e-38,2.58547e-33,1.18112e-28,0,1.71804e-31,0,0,0,1.90212e-22,0,0,1.07954e-44,7.11258e-36,0,0,2.36381e-42,0,0,4.12725e-25,0,2.49021e-26,1.68771e-39,0,3.55111e-38,0,4.77368e-43,0,0,9.2527e-46,4.31167e-20,2.49006e-05,0,0,2.80615e-39,3.98736e-32,1
0.000816327,14.9649,93.5982,294,-1.14658e+06,0,9.79882e-23,1.34878e-22,1.32175e-20,0,0,1.05438e-29,0,3.32348e-22,0,4.94354e-28,0,0,0.999975,0,0,0,1.58137e-23,3.6573e-38,2.10877e-32,1.18112e-28,0,1.72822e-31,6.74088e-47,0,0,1.88962e-22,0,0,1.07721e-44,1.47479e-35,0,0,2.36371e-42,0,0,4.12725e-25,0,2.49021e-26,1.68765e-39,0,3.55111e-38,0,4.77368e-43,0,0,9.26067e-46,4.31167e-20,2.49006e-05,0,0,7.49345e-38,3.98736e-32,1
0.00122449,14.8694,140.397,294,-1.14658e+06,0,9.81851e-23,1.34549e-22,1.32175e-20,0,0,1.05538e-29,0,3.32348e-22,0,4.94269e-28,0,0,0.999975,0,0,0,1.58137e-23,3.65578e-38,7.83053e-32,1.18112e-28,0,1.73797e-31,2.80494e-46,0,0,1.8793e-22,0,0,1.04233e-44,2.31485e-35,0,0,2.36213e-42,0,0,4.12725e-25,0,2.49021e-26,1.68716e-39,0,3.55112e-38,1.9884e-38,4.77368e-43,0,0,9.26823e-46,4.31167e-20,2.49006e-05,0,0,6.56169e-37,3.98736e-32,1
0.00163265,14.7357,187.196,294,-1.14658e+06,0,9.83834e-23,1.34218e-22,1.32176e-20,0,0,1.0564e-29,0,3.32348e-22,0,4.94183e-28,0,0,0.999975,0,0,0,1.58137e-23,3.6576e-38,2.03414e-31,1.18112e-28,0,1.74732e-31,7.08413e-46,0,0,1.87021e-22,0,0,7.34688e-45,3.30393e-35,0,0,2.34816e-42,0,0,4.12725e-25,0,2.49021e-26,1.68472e-39,0,3.55114e-38,2.87596e-37,4.77368e-43,0,0,9.28849e-46,4.31167e-20,2.49006e-05,0,0,3.32347e-36,3.98736e-32,1
0.00204082,14.5638,233.996,294,-1.14658e+06,0,9.85836e-23,1.33884e-22,1.32176e-20,5.49781e-26,0,1.05742e-29,0,3.32348e-22,0,4.94096e-28,1.17046e-41,0,0.999975,0,0,0,1.58137e-23,3.66363e-38,4.29881e-31,1.18112e-28,0,1.75633e-31,1.40685e-45,0,0,1.86218e-22,0,0,0,4.67817e-35,0,0,2.25993e-42,0,0,4.12725e-25,0,2.49021e-26,1.67582e-39,0,3.55119e-38,1.56493e-36,4.77367e-43,0,0,9.34047e-46,4.31167e-20,2.49006e-05,0,0,1.20034e-35,3.98736e-32,1
0.00244898,14.3537,280.795,294,-1.14658e+06,0,9.87862e-23,1.33545e-22,1.32176e-20,6.67294e-26,0,1.05847e-29,0,3.32348e-22,2.21852e-42,4.94008e-28,1.65765e-41,0,0.999975,0,0,0,1.58137e-23,3.67465e-38,7.94017e-31,1.18112e-28,0,1.76504e-31,2.40682e-45,0,0,1.85518e-22,0,0,0,7.02311e-35,0,0,1.81767e-42,0,0,4.12725e-25,0,2.49021e-26,1.64955e-39,0,3.55128e-38,5.78872e-36,4.77365e-43,0,0,9.45808e-46,4.31167e-20,2.49006e-05,0,0,3.42391e-35,3.98736e-32,1
0.00285714,14.1054,327.594,294,-1.14658e+06,0,9.8992e-23,1.33202e-22,1.32176e-20,6.85439e-26,0,1.05953e-29,0,3.32348e-22,8.28596e-42,4.93918e-28,2.14306e-41,0,0.999975,0,0,0,1.58137e-23,3.69135e-38,1.33397e-30,1.18112e-28,0,1.7735e-31,3.71038e-45,0,0,1.84921e-22,0,0,0,1.15784e-34,0,0,0,0,0,4.12725e-25,0,2.49021e-26,1.58306e-39,0,3.55143e-38,1.69422e-35,4.77357e-43,0,0,9.6985e-46,4.31167e-20,2.49006e-05,0,0,8.15982e-35,3.98736e-32,1
0.00326531,13.8188,374.393,294,-1.14658e+06,0,9.92015e-23,1.32853e-22,1.32176e-20,6.86911e-26,0,1.06061e-29,0,3.32348e-22,1.45362e-41,4.93827e-28,2.62779e-41,0,0.999975,0,0,0,1.58137e-23,3.71438e-38,2.08902e-30,1.18112e-28,0,1.78176e-31,5.28885e-45,0,0,1.84428e-22,0,0,0,2.0688e-34,0,0,0,0,0,4.12725e-25,0,2.49021e-26,1.43362e-39,0,3.55164e-38,4.21117e-35,4.7733e-43,0,0,1.01517e-45,4.31167e-20,2.49006e-05,5.28877e-35,0,1.67663e-34,3.98736e-32,1
0.00367347,13.4941,421.192,294,-1.14658e+06,0,9.94156e-23,1.32496e-22,1.32176e-20,6.85597e-26,0,1.06172e-29,0,3.32348e-22,2.08861e-41,4.93733e-28,3.11223e-41,0,0.999975,0,0,0,1.58137e-23,3.74439e-38,3.09903e-30,1.18112e-28,0,1.78986e-31,7.08279e-45,0,0,1.84043e-22,0,0,0,3.84073e-34,0,0,0,0,0,4.12725e-25,0,2.49021e-26,1.12835e-39,0,3.55186e-38,9.25883e-35,4.77248e-43,0,0,1.09514e-45,4.31167e-20,2.49006e-05,1.60935e-34,0,3.01224e-34,3.98736e-32,1
