x,u,V,T,Lambda,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
0,1.50413,-4.89871e-23,294,-14158.6,0,0,0,7.95352e-27,0,0,1.68923e-25,4.69302e-22,7.3943e-22,0,0,0,0,0.999975,1.47893e-25,6.43218e-23,2.74652e-27,1.6377e-22,1.60808e-30,0,2.47597e-23,0,0,3.63636e-27,0,1.41148e-22,2.10983e-25,2.70884e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,8.65248e-53,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,6.99653e-25,9.46318e-22,5.89731e-29,0,1
0.000408163,1.50178,5.77901,294,-14158.6,0,0,0,7.89591e-27,0,0,1.69041e-25,4.69303e-22,7.3943e-22,0,0,0,0,0.999975,1.47894e-25,6.43218e-23,2.74651e-27,1.6377e-22,1.60808e-30,0,2.47597e-23,0,0,2.40206e-27,0,1.41148e-22,1.23256e-24,2.70644e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29893e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.00002e-25,9.46318e-22,5.89731e-29,0,1
0.000816327,1.4947,11.558,294,-14158.6,0,0,0,7.83809e-27,0,0,1.69161e-25,4.69303e-22,7.3943e-22,0,0,0,0,0.999975,1.47894e-25,6.43218e-23,2.74651e-27,1.6377e-22,1.60808e-30,0,2.47597e-23,0,0,1.58421e-27,0,1.41147e-22,2.16081e-24,2.70401e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.00353e-25,9.46318e-22,5.89731e-29,0,1
0.00122449,1.4829,17.337,294,-14158.6,0,0,0,7.77987e-27,0,0,1.69281e-25,4.69303e-22,7.3943e-22,0,0,0,0,0.999975,1.47894e-25,6.43218e-23,2.7465e-27,1.6377e-22,1.60808e-30,0,2.47597e-23,0,0,1.04204e-27,0,1.41147e-22,2.99581e-24,2.70156e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.00706e-25,9.46318e-22,5.89731e-29,0,1
0.00163265,1.46639,23.116,294,-14158.6,0,0,0,7.72106e-27,0,0,1.69402e-25,4.69303e-22,7.3943e-22,3.99044e-41,0,0,0,0.999975,1.47894e-25,6.43218e-23,2.74649e-27,1.6377e-22,1.60808e-30,0,2.47597e-23,0,0,6.82829e-28,0,1.41146e-22,3.74018e-24,2.69908e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.01064e-25,9.46318e-22,5.89731e-29,0,1
0.00204082,1.44516,28.8951,294,-14158.6,0,0,0,7.66146e-27,0,0,1.69525e-25,4.69303e-22,7.3943e-22,3.99048e-41,0,0,0,0.999975,1.47894e-25,6.43218e-23,2.74648e-27,1.6377e-22,1.60808e-30,0,2.47596e-23,0,0,4.45234e-28,0,1.41146e-22,4.39553e-24,2.69654e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.01427e-25,9.46318e-22,5.89731e-29,0,1
0.00244898,1.41922,34.6741,294,-14158.6,0,0,0,7.60083e-27,0,0,1.6965e-25,4.69302e-22,7.3943e-22,3.99048e-41,0,0,0,0.999975,1.47895e-25,6.43218e-23,2.74647e-27,1.6377e-22,1.60808e-30,0,2.47596e-23,0,0,2.88513e-28,0,1.41145e-22,4.96237e-24,2.69395e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.01796e-25,9.46318e-22,5.89731e-29,0,1
0.00285714,1.38855,40.4531,294,-14158.6,0,0,0,7.53894e-27,0,0,1.69778e-25,4.69302e-22,7.3943e-22,3.99048e-41,0,0,0,0.999975,1.47895e-25,6.43218e-23,2.74646e-27,1.6377e-22,1.60808e-30,0,2.47596e-23,0,0,1.85545e-28,0,1.41145e-22,5.44004e-24,2.6913e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.02174e-25,9.46318e-22,5.89731e-29,0,1
0.00326531,1.35317,46.2321,294,-14158.6,0,0,0,7.4755e-27,0,0,1.69909e-25,4.69302e-22,7.3943e-22,3.99048e-41,0,0,0,0.999975,1.47895e-25,6.43218e-23,2.74645e-27,1.6377e-22,1.60808e-30,0,2.47596e-23,0,0,1.18246e-28,0,1.41144e-22,5.8266e-24,2.68856e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.02562e-25,9.46318e-22,5.89731e-29,0,1
0.00367347,1.31307,52.0111,294,-14158.6,0,0,0,7.4102e-27,0,0,1.70044e-25,4.69302e-22,7.3943e-22,3.99048e-41,0,0,0,0.999975,1.47895e-25,6.43218e-23,2.74644e-27,1.6377e-22,1.60808e-30,0,2.47596e-23,0,0,7.4551e-29,0,1.41144e-22,6.11865e-24,2.68573e-28,0,3.6461e-24,1.35986e-23,3.78277e-22,0,0,2.29895e-51,6.30082e-22,2.05581e-22,0,2.58145e-24,0,1.5113e-23,0,1.20415e-21,2.67381e-22,2.26353e-25,0,0,0,2.49006e-05,7.02961e-25,9.46318e-22,5.89731e-29,0,1
